batter,avg_total_runs,avg_strike_rate,avg_runs_vs_team,avg_runs_at_stadium,Chennai Super Kings,Deccan Chargers,Delhi Capitals,Delhi Daredevils,Gujarat Lions,Gujarat Titans,Kings XI Punjab,Kochi Tuskers Kerala,Kolkata Knight Riders,Lucknow Super Giants,Mumbai Indians,Pune Warriors,Punjab Kings,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bengaluru,Sunrisers Hyderabad
MS Wade,20.0,125.0,12.46875,12.666666666666666,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,6.0,14.75,0.0,0.0,12.0,0.0,19.0
MV Boucher,9.25,109.28571428571428,14.416666666666666,23.50378787878788,9.25,10.5,0.0,19.75,0.0,0.0,20.5,5.0,23.75,0.0,35.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
MW Short,36.0,133.33333333333331,19.6,17.416666666666664,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
Mandeep Singh,16.916666666666668,100.93014256836254,16.554910714285715,17.360910087719297,16.916666666666668,36.666666666666664,23.666666666666668,12.25,8.0,18.0,24.0,15.0,26.266666666666666,0.0,11.083333333333334,29.6,2.0,16.272727272727273,0.0,0.0,17.428571428571427,0.0,7.7272727272727275
Mashrafe Mortaza,2.0,100.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayank Dagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Misbah-ul-Haq,4.0,66.66666666666666,14.0,14.7,4.0,18.5,0.0,47.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammad Ashraful,2.0,16.666666666666664,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammad Asif,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Mohammad Hafeez,11.0,83.33333333333333,8.25,9.05,11.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.5,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0
Mohammad Nabi,4.0,57.14285714285714,9.101851851851851,10.642857142857142,4.0,0.0,14.666666666666666,0.0,0.0,0.0,9.5,0.0,12.5,1.0,16.25,0.0,0.0,20.0,0.0,0.0,4.0,0.0,0.0
Mohammed Shami,5.0,57.142857142857146,3.409090909090909,2.836734693877551,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,4.5,0.0,0.0,5.0,2.0,2.0,11.0,0.0,1.0
Mohammed Siraj,7.25,63.96103896103896,5.458333333333333,5.260416666666667,7.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,4.0,0.0,4.5,6.666666666666667,0.0,0.0,0.0,0.0,4.25
Mohit Rathee,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mohsin Khan,1.0,33.33333333333333,4.375,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0
Mujeeb Ur Rahman,1.0,100.0,1.1666666666666663,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665
Mukesh Choudhary,4.0,100.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mukesh Kumar,0.0,0.0,2.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0
Mustafizur Rahman,0.0,0.0,1.7,2.125,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
N Jagadeesan,1.0,33.33333333333333,14.888888888888888,15.023809523809524,1.0,0.0,0.0,0.0,0.0,21.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,36.0
N Pooran,24.9,137.93801794461805,26.588636363636365,28.54347222222222,24.9,0.0,31.571428571428573,0.0,0.0,14.6,0.0,0.0,21.7,34.0,25.625,0.0,25.4,20.0,0.0,0.0,20.25,40.0,34.42857142857143
N Rana,25.818181818181817,93.38331820386,26.881083797155224,25.397965838509315,25.818181818181817,0.0,30.6,25.0,47.333333333333336,17.0,22.25,0.0,50.0,17.333333333333332,23.454545454545453,0.0,21.2,20.363636363636363,18.5,0.0,23.357142857142858,0.0,34.125
N Saini,3.5,87.5,13.083333333333334,16.142857142857142,3.5,2.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0
N Wadhera,64.0,125.49019607843135,24.958333333333336,23.354166666666668,64.0,0.0,4.0,0.0,0.0,19.666666666666668,0.0,0.0,5.0,21.5,0.0,0.0,0.0,49.0,0.0,0.0,36.5,0.0,0.0
ND Doshi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ Maddinson,4.0,57.14285714285714,6.666666666666667,6.666666666666667,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ Rimmington,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK Patel,2.0,18.181818181818183,20.166666666666668,19.8,2.0,0.0,0.0,4.0,0.0,0.0,57.0,0.0,14.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
NL McCullum,15.0,93.75,13.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
NLTC Perera,23.0,176.9230769230769,14.027272727272727,14.680555555555555,23.0,22.0,0.0,6.333333333333333,3.0,0.0,18.0,0.0,14.8,0.0,7.0,10.666666666666666,0.0,8.25,0.0,0.0,24.25,0.0,17.0
NM Coulter-Nile,5.0,125.0,5.016666666666667,5.666666666666667,5.0,0.0,1.0,0.0,0.0,0.0,16.5,0.0,4.5,0.0,4.5,0.0,0.0,6.0,6.0,2.0,3.0,0.0,1.6666666666666667
NS Naik,7.0,41.17647058823529,10.0,7.75,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
NT Ellis,0.0,0.0,3.25,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
NV Ojha,27.7,118.09157217051954,13.25862322201608,15.56070588235294,27.7,13.125,0.0,15.428571428571429,9.5,0.0,29.666666666666668,6.5,16.1875,0.0,8.0,10.0,0.0,10.285714285714286,9.0,12.5,16.727272727272727,0.0,1.0
Naman Dhir,20.0,166.66666666666669,22.2,21.3125,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,14.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Navdeep Saini,2.0,53.33333333333333,5.166666666666667,4.0,2.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Naveen-ul-Haq,2.0,50.0,4.5,4.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
Nithish Kumar Reddy,14.5,137.5,26.642857142857142,29.33333333333333,14.5,0.0,37.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,20.0,0.0,50.5,40.5,0.0,0.0,0.0,13.0,0.0
Noor Ahmad,7.0,140.0,2.6,3.125,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OA Shah,20.0,113.51851851851852,20.49074074074074,29.642857142857142,20.0,32.666666666666664,0.0,1.0,0.0,0.0,18.5,0.0,26.0,0.0,45.0,4.0,0.0,19.0,0.0,0.0,18.25,0.0,0.0
OC McCoy,8.0,160.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OF Smith,3.0,33.33333333333333,8.5,7.625,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,13.0
P Awana,1.0,20.0,1.0,1.125,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P Chopra,8.0,133.33333333333331,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P Dogra,5.0,166.66666666666669,12.071428571428571,12.976190476190476,5.0,0.0,0.0,24.5,0.0,0.0,1.0,0.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
P Dubey,7.0,53.84615384615385,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
P Kumar,7.0,102.987012987013,5.774126984126984,5.123203463203463,7.0,6.0,0.0,3.3333333333333335,0.0,0.0,8.4,0.0,5.714285714285714,0.0,4.555555555555555,2.3333333333333335,0.0,11.571428571428571,0.0,0.0,5.666666666666667,0.0,3.1666666666666665
P Negi,4.333333333333333,72.22222222222221,10.192490842490844,10.66017316017316,4.333333333333333,0.0,0.0,9.333333333333334,17.5,0.0,14.5,0.0,11.8,0.0,14.285714285714286,8.0,0.0,3.0,6.5,19.0,9.25,0.0,15.0
P Parameswaran,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P Ray Barman,19.0,76.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
P Sahu,18.0,150.0,9.5,9.5,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P Simran Singh,28.33333333333333,145.14492753623188,21.883333333333333,25.30625,28.333333333333332,0.0,40.75,0.0,0.0,23.333333333333332,0.0,0.0,23.25,10.666666666666666,11.666666666666666,0.0,0.0,19.5,0.0,0.0,26.5,15.5,19.333333333333332
PA Patel,25.384615384615383,91.86227082120196,21.02610538970833,22.76042160737813,25.384615384615383,6.0,24.0,19.125,34.666666666666664,0.0,34.294117647058826,0.0,21.125,0.0,19.09090909090909,15.2,0.0,19.4375,27.0,21.0,13.125,0.0,14.916666666666666
PA Reddy,1.0,11.111111111111107,15.416666666666666,9.071428571428571,0.0,0.0,0.0,1.0,0.0,0.0,21.5,0.0,0.0,0.0,7.0,27.0,0.0,22.0,0.0,0.0,14.0,0.0,0.0
PBB Rajapaksa,25.5,135.0,18.785714285714285,16.047619047619047,25.5,0.0,4.0,0.0,0.0,30.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,0.0,0.0
PC Valthaty,120.0,187.5,28.558333333333334,16.28846153846154,120.0,40.0,0.0,19.75,0.0,0.0,0.0,17.0,6.666666666666667,0.0,23.5,7.5,0.0,29.5,0.0,0.0,15.666666666666666,0.0,6.0
PD Collingwood,51.0,118.60465116279072,29.25,14.599999999999998,0.0,51.0,0.0,0.0,0.0,0.0,4.0,0.0,27.5,0.0,2.0,0.0,0.0,16.0,0.0,0.0,75.0,0.0,0.0
PD Salt,6.666666666666667,63.88888888888889,30.454545454545453,20.45,6.666666666666667,0.0,43.0,0.0,0.0,0.0,0.0,0.0,5.0,60.5,5.5,0.0,40.666666666666664,10.0,0.0,0.0,87.0,39.0,37.666666666666664
PJ Cummins,22.0,104.95173745173746,12.198076923076924,13.014705882352942,22.0,0.0,5.25,0.0,24.0,2.0,6.0,0.0,14.25,0.0,23.875,0.0,3.0,8.4,11.0,0.0,4.8,31.0,3.0
PJ Sangwan,0.0,0.0,1.6363636363636365,1.9090909090909087,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0
PK Garg,24.666666666666668,109.57190957190956,12.683333333333334,14.083333333333334,24.666666666666668,0.0,17.0,0.0,0.0,10.0,1.5,0.0,12.5,0.0,26.333333333333332,0.0,4.0,7.5,0.0,0.0,11.333333333333334,0.0,12.0
PM Sarvesh Kumar,1.0,50.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PN Mankad,26.0,130.0,20.5,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
PP Chawla,5.416666666666667,75.64903846153847,8.302721088435375,7.162169312169313,5.416666666666667,9.166666666666666,12.0,6.0,11.0,6.0,9.0,0.0,6.444444444444445,0.0,6.555555555555555,17.333333333333332,0.0,6.071428571428571,0.0,8.0,5.25,0.0,8.0
PP Ojha,0.6666666666666666,54.16666666666666,0.8111111111111111,0.8055555555555556,0.6666666666666666,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0
PP Shaw,26.75,115.32585574514688,23.42257575757576,23.15587121212121,26.75,0.0,0.0,0.0,0.0,8.75,9.4,0.0,38.90909090909091,27.5,17.416666666666668,0.0,41.5,18.333333333333332,0.0,0.0,20.444444444444443,0.0,25.22222222222222
PR Shah,13.333333333333334,121.24756335282648,10.0,8.5,0.0,13.333333333333334,0.0,7.666666666666667,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
PSP Handscomb,6.0,50.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PV Tambe,1.5,100.0,3.0,3.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,3.0
PVD Chameera,1.0,100.0,6.1,5.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.5,0.0,0.0,6.0,0.0,0.0
PWH de Silva,2.5,108.33333333333331,6.071428571428571,4.925925925925926,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,12.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0
Pankaj Singh,4.0,133.33333333333331,1.625,1.4,0.0,4.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parvez Rasool,2.0,100.0,4.25,4.833333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Q de Kock,25.933333333333334,111.9603362612404,28.23419191919192,31.681397306397308,25.933333333333334,0.0,29.666666666666668,18.0,25.5,23.5,37.0,0.0,30.333333333333332,0.0,17.625,2.0,32.5,33.72727272727273,0.0,2.0,33.72727272727273,81.0,31.0
R Ashwin,12.571428571428571,98.26463391680782,9.530437023294166,8.299338624338624,12.571428571428571,3.6666666666666665,20.0,6.6,0.0,5.6,4.888888888888889,0.0,10.4,13.666666666666666,8.5,11.0,14.0,7.571428571428571,0.0,0.0,8.818181818181818,0.0,6.142857142857143
R Bhatia,6.875,82.05357142857142,6.541435185185185,7.46031746031746,6.875,2.0,0.0,16.5,0.0,0.0,7.4,5.5,3.0,0.0,5.555555555555555,8.0,0.0,10.0,0.0,0.0,9.666666666666666,0.0,4.0
R Bishnoi,0.0,0.0,6.333333333333333,6.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Dhawan,14.0,112.5,9.48611111111111,9.433333333333334,14.0,0.0,4.0,8.0,0.0,1.0,14.0,0.0,14.0,21.0,10.0,0.0,0.0,3.0,0.0,11.0,10.333333333333334,0.0,3.5
R Dravid,23.08333333333333,89.69971130214537,26.978374655647382,26.166036414565827,23.083333333333332,30.818181818181817,0.0,35.3,0.0,0.0,25.0,22.5,20.4,0.0,17.727272727272727,33.0,0.0,29.2,0.0,0.0,35.4,0.0,24.333333333333332
R McLaren,1.0,66.66666666666666,11.729166666666666,8.814814814814815,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,6.5,0.0,0.0,23.333333333333332,0.0,0.0
R Ninan,3.0,50.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Parag,16.4,103.50064350064348,18.758333333333333,21.227083333333333,16.4,0.0,20.666666666666668,0.0,0.0,20.333333333333332,0.0,0.0,17.666666666666668,19.8,22.6,0.0,20.0,0.0,0.0,0.0,26.5,20.0,22.375
R Powell,3.0,33.33333333333333,14.636363636363637,14.630555555555556,3.0,0.0,13.0,0.0,0.0,20.0,0.0,0.0,22.333333333333332,13.0,15.666666666666666,0.0,5.666666666666667,19.0,0.0,0.0,0.0,16.0,33.333333333333336
R Rampaul,0.0,0.0,7.166666666666667,7.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R Ravindra,2.0,16.666666666666664,18.6875,18.321428571428573,0.0,0.0,2.0,0.0,0.0,23.5,0.0,0.0,15.0,0.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,49.0,12.0
R Sai Kishore,13.0,216.66666666666663,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Sanjay Yadav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R Sathish,3.4,53.77777777777777,11.93888888888889,9.78888888888889,3.4,3.0,0.0,14.0,0.0,0.0,18.5,0.0,16.0,0.0,0.0,0.0,0.0,5.8,0.0,10.0,20.25,0.0,16.5
R Sharma,0.5,50.0,4.479166666666667,4.275757575757575,0.5,0.0,0.0,14.0,0.0,0.0,1.0,10.0,0.0,0.0,7.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0
R Shepherd,1.0,50.0,14.916666666666666,10.791666666666666,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,13.5,24.0,0.0,0.0,0.0,0.0,7.5
R Shukla,1.0,50.0,4.75,5.833333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,2.0
R Tewatia,9.25,85.4265873015873,16.587632275132275,13.916666666666666,9.25,0.0,16.0,0.0,0.0,0.0,25.5,0.0,18.142857142857142,23.5,12.142857142857142,0.0,13.142857142857142,11.5,4.0,0.0,16.444444444444443,35.0,14.428571428571429
R Vinay Kumar,3.4,196.66666666666669,6.325992063492064,6.317460317460317,3.4,9.25,0.0,7.0,1.0,0.0,1.0,0.0,12.5,0.0,12.5,1.0,0.0,8.428571428571429,0.0,12.0,4.333333333333333,0.0,3.5
RA Bawa,11.0,84.61538461538461,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RA Jadeja,19.8,125.1308134589868,17.982814591506482,19.34491943241943,19.8,17.833333333333332,19.875,17.1875,0.0,14.166666666666666,18.266666666666666,0.0,17.576923076923077,23.25,13.478260869565217,31.25,15.5,15.3125,19.0,2.0,12.652173913043478,33.5,15.058823529411764
RA Tripathi,23.0,115.04648048730382,22.681980839673148,25.10708180708181,23.0,0.0,17.0,10.25,19.5,11.333333333333334,16.833333333333332,0.0,30.153846153846153,32.666666666666664,22.7,0.0,35.285714285714285,25.714285714285715,0.0,0.0,27.0,0.0,23.428571428571427
RD Chahar,6.0,72.0,6.066666666666666,4.423076923076923,6.0,0.0,14.333333333333334,0.0,3.0,22.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.3333333333333335
RD Gaikwad,29.75,95.48952036955131,37.10443722943723,33.98160774410775,0.0,0.0,29.75,0.0,0.0,50.0,62.0,0.0,40.875,45.75,29.75,0.0,25.571428571428573,30.0,0.0,0.0,30.666666666666668,7.5,56.285714285714285
RE Levi,50.0,138.88888888888889,16.3,20.166666666666668,50.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
RE van der Merwe,6.333333333333333,56.78571428571428,10.904761904761903,8.851851851851851,6.333333333333333,27.5,0.0,0.0,0.0,0.0,21.5,2.0,5.0,0.0,5.5,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0
RG More,2.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RG Sharma,26.35294117647059,106.90258891708564,28.019468172538257,24.008150246218428,26.352941176470587,43.75,27.75,30.47826086956522,20.5,25.0,27.958333333333332,0.0,32.42424242424242,27.5,20.6,22.5,29.833333333333332,19.535714285714285,21.5,46.0,25.580645161290324,38.0,19.08695652173913
RJ Gleeson,2.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
RJ Harris,5.333333333333333,70.83333333333333,4.347916666666666,5.826388888888889,5.333333333333333,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,6.25,4.0,0.0,2.0,0.0,0.0,9.2,0.0,0.0
RJ Peterson,0.0,0.0,6.4,7.875,0.0,1.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RJ Quiney,28.0,87.5,18.9,13.625,28.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,3.5,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RJW Topley,3.0,50.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RK Bhui,0.0,0.0,2.5,2.1666666666666665,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
RK Singh,24.166666666666668,94.03920153920154,22.05666666666667,20.910718954248367,24.166666666666668,0.0,16.5,0.0,0.0,34.0,0.0,0.0,0.0,32.25,13.166666666666666,0.0,10.0,20.25,0.0,0.0,23.333333333333332,14.5,32.4
RM Patidar,20.666666666666668,95.84313725490196,34.611111111111114,39.66666666666666,20.666666666666668,0.0,41.5,0.0,0.0,27.0,0.0,0.0,18.666666666666668,70.5,29.0,0.0,32.5,36.0,0.0,0.0,0.0,0.0,35.666666666666664
RN ten Doeschate,38.0,135.71428571428572,19.6875,20.54047619047619,38.0,0.0,0.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,44.0,36.5,0.0,3.5,0.0,0.0,8.0,0.0,8.5
RP Meredith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RP Singh,2.8,96.66666666666666,1.6007936507936509,1.6333333333333333,2.8,0.0,0.0,0.8571428571428571,0.0,0.0,2.0,0.0,3.3333333333333335,0.0,2.6666666666666665,0.0,0.0,1.75,0.0,0.0,1.0,0.0,0.0
RR Bhatkal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RR Pant,34.09090909090909,148.77131896705853,30.068084693084693,29.52787356321839,34.09090909090909,0.0,0.0,0.0,47.5,49.0,16.22222222222222,0.0,24.4375,39.25,25.125,0.0,13.5,36.36363636363637,33.5,3.0,35.083333333333336,0.0,33.8125
RR Powar,12.333333333333334,157.77777777777777,6.805555555555555,7.380952380952381,12.333333333333334,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0
RR Raje,6.0,103.57142857142856,3.5,4.0,0.0,6.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RR Rossouw,15.5,74.52502502502503,27.45,23.99242424242424,15.5,0.0,0.0,0.0,0.0,5.666666666666667,0.0,0.0,26.0,30.0,8.333333333333334,0.0,43.5,18.0,0.0,0.0,35.0,61.0,31.5
RR Sarwan,20.0,90.9090909090909,18.25,18.25,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
RS Bopara,11.5,79.58333333333333,22.954166666666666,25.6,11.5,38.0,0.0,34.0,0.0,0.0,0.0,0.0,5.666666666666667,0.0,10.0,0.0,0.0,16.8,0.0,0.0,67.66666666666667,0.0,0.0
RS Gavaskar,2.0,25.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS Sodhi,4.0,200.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
