batter,avg_total_runs,avg_strike_rate,avg_runs_vs_Chennai Super Kings,avg_runs_vs_Deccan Chargers,avg_runs_vs_Delhi Capitals,avg_runs_vs_Delhi Daredevils,avg_runs_vs_Gujarat Lions,avg_runs_vs_Gujarat Titans,avg_runs_vs_Kings XI Punjab,avg_runs_vs_Kochi Tuskers Kerala,avg_runs_vs_Kolkata Knight Riders,avg_runs_vs_Lucknow Super Giants,avg_runs_vs_Mumbai Indians,avg_runs_vs_Pune Warriors,avg_runs_vs_Punjab Kings,avg_runs_vs_Rajasthan Royals,avg_runs_vs_Rising Pune Supergiant,avg_runs_vs_Rising Pune Supergiants,avg_runs_vs_Royal Challengers Bangalore,avg_runs_vs_Royal Challengers Bengaluru,avg_runs_vs_Sunrisers Hyderabad,avg_runs_at_stadium,avg_runs_vs_team
Shivam Sharma,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.5,2.5
Shivam Singh,2.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
Shoaib Ahmed,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5
Shoaib Akhtar,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Shoaib Malik,2.0,66.66666666666666,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,15.333333333333334,10.5
Shubman Gill,30.13333333333333,116.67412683442832,30.13333333333333,0.0,28.583333333333332,21.5,0.0,0.0,41.8,0.0,31.666666666666668,35.2,36.666666666666664,0.0,44.57142857142857,34.15384615384615,0.0,0.0,26.0,9.0,33.166666666666664,29.705590062111803,31.036828449328446
Sikandar Raza,13.0,162.5,13.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,16.0,46.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.5,19.5,17.0
Simarjeet Singh,2.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.3333333333333335,2.3333333333333335
Sohail Tanvir,9.0,100.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.125,7.0
Sumit Kumar,9.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Sunny Gupta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunny Singh,20.0,181.8181818181818,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,7.625,8.6
Swapnil Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,12.0,5.428571428571429,5.928571428571429
T Banton,9.0,91.07142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0
T Henderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.5,5.5
T Kohler-Cadmore,18.0,78.26086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,20.0,10.0,16.0,16.0
T Kohli,3.0,100.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.6666666666666665
T Natarajan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,1.5
T Shamsi,2.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
T Stubbs,6.25,36.30952380952381,6.25,0.0,0.0,0.0,0.0,26.0,0.0,0.0,29.0,36.0,59.5,0.0,5.0,42.5,0.0,0.0,0.0,3.0,6.0,19.322222222222223,23.694444444444443
T Taibu,9.0,180.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,10.333333333333334
T Thushara,8.0,100.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
TA Boult,2.3333333333333335,100.0,2.3333333333333335,0.0,2.0,0.0,0.0,8.666666666666666,0.0,0.0,0.0,9.5,1.75,0.0,6.5,0.0,0.0,0.0,2.5,0.0,0.0,4.622222222222222,3.6944444444444446
TD Paine,2.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,5.0
TG Southee,20.0,119.23076923076923,20.0,0.0,4.0,4.0,25.0,1.0,1.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,14.0,7.0,0.0,1.0,0.0,2.0,6.316666666666666,6.777777777777778
TH David,12.6,131.89610389610388,12.6,0.0,28.2,0.0,0.0,12.4,0.0,0.0,15.25,26.666666666666668,0.0,0.0,19.333333333333332,17.2,0.0,0.0,2.0,0.0,34.666666666666664,14.619047619047619,18.701851851851853
TK Curran,4.0,50.370370370370374,4.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,54.0,0.0,16.5,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,13.166666666666666,16.666666666666668
TL Seifert,3.0,60.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,8.666666666666666
TL Suman,17.2,105.0,17.2,9.5,0.0,16.8,0.0,0.0,17.666666666666668,0.0,11.8,0.0,17.25,36.0,0.0,18.8,0.0,0.0,22.2,0.0,12.0,18.8515873015873,17.921666666666667
TM Dilshan,15.799999999999999,79.03703703703704,15.799999999999999,32.875,0.0,5.0,0.0,0.0,8.5,26.5,21.4,0.0,21.77777777777778,26.25,0.0,28.75,0.0,0.0,35.5,0.0,5.0,22.27027629233512,20.668434343434345
TM Head,22.0,157.4404761904762,22.0,0.0,89.0,2.0,15.0,19.0,11.0,0.0,25.0,89.0,39.75,0.0,10.5,46.0,2.0,6.0,0.0,51.5,30.0,27.368055555555557,30.516666666666666
TM Srivastava,7.0,77.77777777777779,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.6666666666666665
TR Birt,4.0,44.44444444444444,0.0,4.0,0.0,0.0,0.0,0.0,16.0,23.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.375,12.875
TS Mills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.6,1.6
TU Deshpande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.25,5.25
Tanush Kotian,24.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0
Tilak Varma,34.5,120.22727272727275,34.5,0.0,30.6,0.0,0.0,22.75,0.0,0.0,22.0,24.25,0.0,0.0,24.75,44.4,0.0,0.0,42.0,16.0,36.5,36.28316326530612,29.775
U Kaul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UA Birla,7.0,46.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
UBT Chand,16.0,123.07692307692308,16.0,0.0,0.0,14.0,0.0,0.0,8.333333333333334,0.0,18.5,0.0,0.6666666666666666,17.0,0.0,12.5,0.0,0.0,39.0,0.0,11.0,14.972727272727273,15.222222222222221
UT Khawaja,24.5,114.93055555555557,0.0,0.0,0.0,24.5,0.0,0.0,30.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,21.75,20.5
UT Yadav,3.1,46.590909090909086,3.1,3.0,1.0,2.0,0.0,10.0,1.0,0.0,1.0,1.0,2.25,8.0,0.0,15.0,2.0,7.0,6.0,0.0,5.5,5.265,4.523333333333333
Umar Gul,24.0,218.18181818181816,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,6.0,0.0,0.0,7.166666666666667,11.5
Umran Malik,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,5.75,4.6
V Kohli,32.90625,116.79624573110995,32.90625,30.6,29.6,42.27777777777778,56.6,68.8,27.240000000000002,25.0,31.032258064516128,27.8,26.875,25.6,49.857142857142854,25.46666666666666,41.5,94.0,0.0,0.0,33.34782608695652,34.08025387157447,39.323701261944706
V Pratap Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V Sehwag,28.928571428571423,118.57001802819215,28.928571428571423,28.818181818181817,0.0,20.0,0.0,0.0,25.0,47.5,23.46153846153846,0.0,30.78571428571429,44.0,0.0,21.066666666666666,0.0,0.0,21.25,0.0,13.5,26.297668997668996,27.664606605515697
V Shankar,20.88888888888889,108.19832341571471,20.88888888888889,0.0,14.0,0.0,63.0,0.0,18.0,0.0,28.0,10.333333333333334,17.555555555555557,0.0,8.0,17.625,0.0,0.0,18.833333333333332,10.0,18.5,20.791609977324264,20.394675925925924
V Viyaskanth,7.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
VG Arora,1.0,75.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1333333333333335,1.4
VH Zol,13.0,108.33333333333331,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,14.5,14.5
VR Aaron,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.333333333333334,0.0,1.6666666666666667,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.395833333333333,3.7142857142857144
VR Iyer,19.333333333333332,121.0813492063492,19.333333333333332,0.0,17.714285714285715,0.0,0.0,37.0,0.0,0.0,0.0,8.333333333333334,60.333333333333336,0.0,30.8,27.25,0.0,0.0,22.2,33.0,18.5,25.310016025641026,27.446428571428573
VRV Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
VS Malik,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5
VS Yeligati,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
VVS Laxman,5.333333333333333,63.030303030303024,5.333333333333333,0.0,0.0,2.0,0.0,0.0,29.0,0.0,10.666666666666666,0.0,13.666666666666666,0.0,0.0,10.0,0.0,0.0,31.0,0.0,0.0,13.511904761904761,12.708333333333332
VY Mahesh,6.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.0,3.375
Vijaykumar Vyshak,13.0,144.44444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3333333333333335,3.5
Virat Singh,4.0,28.57142857142857,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5
Vishnu Vinod,6.0,106.66666666666667,0.0,0.0,0.0,6.0,0.0,17.5,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,8.125
Vivrant Sharma,69.0,140.81632653061226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0
W Jaffer,50.0,138.88888888888889,50.0,24.5,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,15.071428571428571
WA Mota,15.0,71.2962962962963,15.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.285714285714286,7.0
WD Parnell,2.0,33.33333333333333,2.0,16.0,0.0,10.0,0.0,0.0,2.0,1.0,2.5,0.0,7.333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,5.354166666666667
WG Jacks,41.0,136.66666666666666,0.0,0.0,41.0,0.0,0.0,50.5,0.0,0.0,55.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.5,32.888888888888886,28.833333333333332
WP Saha,22.8125,122.7047733261293,22.8125,9.0,24.0,14.299999999999999,21.0,0.0,19.428571428571427,46.0,26.78947368421053,44.333333333333336,24.88888888888889,13.0,21.2,10.466666666666667,13.5,3.5,17.85,3.0,24.77777777777778,19.469494047619047,19.991511765524923
WPUJC Vaas,7.0,138.54166666666669,0.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.1875,8.0
Washington Sundar,7.666666666666667,164.77272727272728,7.666666666666667,0.0,9.6,5.0,0.0,1.5,17.333333333333332,0.0,2.5,17.0,6.125,0.0,25.0,25.333333333333332,0.0,0.0,0.0,0.0,7.0,9.673809523809524,11.278030303030302
X Thalaivan Sargunam,10.0,58.82352941176471,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Y Gnaneswara Rao,19.0,105.55555555555556,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0
Y Nagar,22.5,71.80851063829789,22.5,13.5,0.0,0.0,0.0,0.0,10.5,20.0,14.5,0.0,0.0,24.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,12.3,15.0
Y Prithvi Raj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y Venugopal Rao,18.857142857142858,142.24023765350296,18.857142857142858,12.0,0.0,13.2,0.0,0.0,13.11111111111111,20.5,25.166666666666668,0.0,27.333333333333332,15.5,0.0,22.6,0.0,0.0,18.125,0.0,0.0,14.861283643892339,18.6393253968254
YA Abdulla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBK Jaiswal,37.666666666666664,145.90783612522742,37.666666666666664,0.0,21.166666666666668,0.0,0.0,12.8,0.0,0.0,34.75,33.25,40.42857142857143,0.0,36.833333333333336,0.0,0.0,0.0,20.6,22.5,38.0,30.871052631578948,29.799523809523812
YK Pathan,18.157894736842106,119.98965190888966,18.157894736842106,34.666666666666664,9.0,22.57894736842105,36.666666666666664,0.0,16.789473684210527,12.5,21.8,0.0,21.454545454545453,26.0,0.0,16.625,4.0,36.5,16.227272727272727,0.0,26.0,20.43799715909091,21.26443115364168
YS Chahal,6.0,35.71428571428571,6.0,0.0,0.5,0.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.6666666666666667,2.6363636363636362,2.185185185185185
YV Dhull,13.0,86.66666666666667,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.25,5.333333333333333
YV Takawale,19.0,111.76470588235294,19.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,0.0,19.055555555555557,16.291666666666668
Yash Dayal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yashpal Singh,13.0,61.904761904761905,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.75,11.333333333333334
Younis Khan,3.0,42.85714285714285,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Yudhvir Singh,14.0,200.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,5.5
Yuvraj Singh,21.5625,104.74518488192753,21.5625,14.75,53.0,27.0,6.5,0.0,25.7,8.0,21.444444444444443,0.0,14.421052631578947,0.0,0.0,29.53846153846154,47.0,23.0,24.214285714285715,0.0,9.6,21.039334554334555,23.26648173776933
Z Khan,7.8,113.33333333333333,7.8,1.3333333333333333,0.0,4.0,0.0,0.0,0.3333333333333333,0.0,5.0,0.0,1.6666666666666667,0.0,0.0,6.0,0.0,0.0,6.25,0.0,1.0,4.976190476190476,3.7092592592592593
